Brazil,Acre,-9.0238,-70.812,31575,699,
Brazil,Alagoas,-9.5713,-36.782,91603,2266,
Brazil,Amapa,0.902,-52.003,52832,751,
Brazil,Amazonas,-3.4168,-65.8561,165394,4622,
Brazil,Bahia,-12.5797,-41.7007,362563,7776,
Brazil,Ceara,-5.4984,-39.3206,277950,9391,
Brazil,Distrito Federal,-15.7998,-47.8645,215850,3740,
Brazil,Espirito Santo,-19.1834,-40.3089,161208,3919,
Brazil,Goias,-15.827,-49.8362,261114,5874,
Brazil,Maranhao,-4.9609,-45.2744,187555,4119,
Brazil,Mato Grosso,-12.6819,-56.9211,145953,3858,
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,84720,1634,
Brazil,Minas Gerais,-18.5122,-44.555,368609,9204,
Brazil,Para,-1.9981,-54.9306,256898,6784,
Brazil,Paraiba,-7.24,-36.782,135325,3150,
Brazil,Parana,-25.2521,-52.0215,220408,5362,
Brazil,Pernambuco,-8.8137,-36.9541,165922,8724,
Brazil,Piaui,-7.7183,-42.7289,116526,2464,
Brazil,Rio Grande do Norte,-5.4026,-36.9541,82362,2598,
Brazil,Rio Grande do Sul,-30.0346,-51.2177,260188,5990,
Brazil,Rio de Janeiro,-22.9068,-43.1729,315348,20905,
Brazil,Rondonia,-11.5057,-63.5806,73040,1474,
Brazil,Roraima,-2.7376,-62.0751,59065,695,
Brazil,Santa Catarina,-27.2423,-50.2189,273652,3202,
Brazil,Sao Paulo,-23.5505,-46.6333,1125936,39717,
Brazil,Sergipe,-10.5741,-37.3857,85226,2239,
Brazil,Tocantins,-10.1753,-48.2982,76739,1112,
