Brazil,Acre,-9.0238,-70.812,19132,500
Brazil,Alagoas,-9.5713,-36.782,57142,1527
Brazil,Amapa,0.902,-52.003,35697,558
Brazil,Amazonas,-3.4168,-65.8561,98118,3236
Brazil,Bahia,-12.5797,-41.7007,153313,3270
Brazil,Ceara,-5.4984,-39.3206,165550,7613
Brazil,Distrito Federal,-15.7998,-47.8645,100726,1391
Brazil,Espirito Santo,-19.1834,-40.3089,79464,2463
Brazil,Goias,-15.827,-49.8362,60637,1473
Brazil,Maranhao,-4.9609,-45.2744,115988,2959
Brazil,Mato Grosso,-12.6819,-56.9211,46545,1669
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,22443,328
Brazil,Minas Gerais,-18.5122,-44.555,116645,2551
Brazil,Para,-1.9981,-54.9306,150185,5716
Brazil,Paraiba,-7.24,-36.782,78175,1745
Brazil,Parana,-25.2521,-52.0215,69392,1743
Brazil,Pernambuco,-8.8137,-36.9541,89678,6421
Brazil,Piaui,-7.7183,-42.7289,47551,1278
Brazil,Rio Grande do Norte,-5.4026,-36.9541,48374,1714
Brazil,Rio Grande do Sul,-30.0346,-51.2177,62347,1680
Brazil,Rio de Janeiro,-22.9068,-43.1729,159639,13033
Brazil,Rondonia,-11.5057,-63.5806,36849,840
Brazil,Roraima,-2.7376,-62.0751,30316,479
Brazil,Santa Catarina,-27.2423,-50.2189,73771,960
Brazil,Sao Paulo,-23.5505,-46.6333,487654,21676
Brazil,Sergipe,-10.5741,-37.3857,55009,1359
Brazil,Tocantins,-10.1753,-48.2982,22851,357
