Brazil,Acre,-9.0238,-70.812,39341,757
Brazil,Alagoas,-9.5713,-36.782,100619,2399
Brazil,Amapa,0.902,-52.003,64549,864
Brazil,Amazonas,-3.4168,-65.8561,190968,5062
Brazil,Bahia,-12.5797,-41.7007,464083,8748
Brazil,Ceara,-5.4984,-39.3206,322494,9903
Brazil,Distrito Federal,-15.7998,-47.8645,243212,4132
Brazil,Espirito Santo,-19.1834,-40.3089,224999,4724
Brazil,Goias,-15.827,-49.8362,299682,6651
Brazil,Maranhao,-4.9609,-45.2744,198843,4413
Brazil,Mato Grosso,-12.6819,-56.9211,170594,4257
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,119079,2009
Brazil,Minas Gerais,-18.5122,-44.555,488934,11009
Brazil,Para,-1.9981,-54.9306,284774,7042
Brazil,Paraiba,-7.24,-36.782,158449,3523
Brazil,Parana,-25.2521,-52.0215,370775,7213
Brazil,Pernambuco,-8.8137,-36.9541,205262,9383
Brazil,Piaui,-7.7183,-42.7289,137027,2755
Brazil,Rio Grande do Norte,-5.4026,-36.9541,106927,2854
Brazil,Rio Grande do Sul,-30.0346,-51.2177,400537,8007
Brazil,Rio de Janeiro,-22.9068,-43.1729,402480,24351
Brazil,Rondonia,-11.5057,-63.5806,88410,1689
Brazil,Roraima,-2.7376,-62.0751,67184,769
Brazil,Santa Catarina,-27.2423,-50.2189,453322,4652
Brazil,Sao Paulo,-23.5505,-46.6333,1371653,44878
Brazil,Sergipe,-10.5741,-37.3857,101810,2394
Brazil,Tocantins,-10.1753,-48.2982,86971,1212
