Brazil,Acre,-9.0238,-70.812,36080,723
Brazil,Alagoas,-9.5713,-36.782,94859,2336
Brazil,Amapa,0.902,-52.003,58956,806
Brazil,Amazonas,-3.4168,-65.8561,177991,4885
Brazil,Bahia,-12.5797,-41.7007,401419,8247
Brazil,Ceara,-5.4984,-39.3206,299949,9607
Brazil,Distrito Federal,-15.7998,-47.8645,228702,3925
Brazil,Espirito Santo,-19.1834,-40.3089,188929,4252
Brazil,Goias,-15.827,-49.8362,278929,6349
Brazil,Maranhao,-4.9609,-45.2744,193066,4287
Brazil,Mato Grosso,-12.6819,-56.9211,157599,4078
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,98363,1766
Brazil,Minas Gerais,-18.5122,-44.555,415247,10031
Brazil,Para,-1.9981,-54.9306,270368,6907
Brazil,Paraiba,-7.24,-36.782,145212,3292
Brazil,Parana,-25.2521,-52.0215,277707,6122
Brazil,Pernambuco,-8.8137,-36.9541,181841,9030
Brazil,Piaui,-7.7183,-42.7289,126721,2622
Brazil,Rio Grande do Norte,-5.4026,-36.9541,94482,2686
Brazil,Rio Grande do Sul,-30.0346,-51.2177,320778,6776
Brazil,Rio de Janeiro,-22.9068,-43.1729,353316,22561
Brazil,Rondonia,-11.5057,-63.5806,80055,1555
Brazil,Roraima,-2.7376,-62.0751,63234,727
Brazil,Santa Catarina,-27.2423,-50.2189,358997,3721
Brazil,Sao Paulo,-23.5505,-46.6333,1240473,42076
Brazil,Sergipe,-10.5741,-37.3857,89998,2304
Brazil,Tocantins,-10.1753,-48.2982,81469,1162
