Brazil,Acre,-9.0238,-70.812,86680,1777
Brazil,Alagoas,-9.5713,-36.782,225999,5641
Brazil,Amapa,0.902,-52.003,119899,1880
Brazil,Amazonas,-3.4168,-65.8561,411112,13434
Brazil,Bahia,-12.5797,-41.7007,1173423,25197
Brazil,Ceara,-5.4984,-39.3206,909020,23202
Brazil,Distrito Federal,-15.7998,-47.8645,441749,9479
Brazil,Espirito Santo,-19.1834,-40.3089,533762,11716
Brazil,Goias,-15.827,-49.8362,709656,20063
Brazil,Maranhao,-4.9609,-45.2744,330768,9433
Brazil,Mato Grosso,-12.6819,-56.9211,470737,12252
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,348293,8680
Brazil,Minas Gerais,-18.5122,-44.555,1903127,48975
Brazil,Para,-1.9981,-54.9306,566090,15824
Brazil,Paraiba,-7.24,-36.782,413821,8872
Brazil,Parana,-25.2521,-52.0215,1345044,33740
Brazil,Pernambuco,-8.8137,-36.9541,579086,18325
Brazil,Piaui,-7.7183,-42.7289,305231,6746
Brazil,Rio Grande do Norte,-5.4026,-36.9541,353188,7000
Brazil,Rio Grande do Sul,-30.0346,-51.2177,1271270,32642
Brazil,Rio de Janeiro,-22.9068,-43.1729,999906,57578
Brazil,Rondonia,-11.5057,-63.5806,254457,6306
Brazil,Roraima,-2.7376,-62.0751,117209,1810
Brazil,Santa Catarina,-27.2423,-50.2189,1091516,17571
Brazil,Sao Paulo,-23.5505,-46.6333,3939632,134803
Brazil,Sergipe,-10.5741,-37.3857,270835,5860
Brazil,Tocantins,-10.1753,-48.2982,205064,3408
