Brazil,Acre,-9.0238,-70.812,5600,122
Brazil,Alagoas,-9.5713,-36.782,8055,385
Brazil,Amapa,0.902,-52.003,8152,198
Brazil,Amazonas,-3.4168,-65.8561,36146,1964
Brazil,Bahia,-12.5797,-41.7007,15963,570
Brazil,Ceara,-5.4984,-39.3206,37821,2733
Brazil,Distrito Federal,-15.7998,-47.8645,8300,142
Brazil,Espirito Santo,-19.1834,-40.3089,12203,538
Brazil,Goias,-15.827,-49.8362,3090,115
Brazil,Maranhao,-4.9609,-45.2744,27979,887
Brazil,Mato Grosso,-12.6819,-56.9211,1951,51
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,1262,18
Brazil,Minas Gerais,-18.5122,-44.555,8686,255
Brazil,Para,-1.9981,-54.9306,33699,2704
Brazil,Paraiba,-7.24,-36.782,11132,318
Brazil,Parana,-25.2521,-52.0215,3984,169
Brazil,Pernambuco,-8.8137,-36.9541,30713,2566
Brazil,Piaui,-7.7183,-42.7289,4243,138
Brazil,Rio Grande do Norte,-5.4026,-36.9541,5630,254
Brazil,Rio Grande do Sul,-30.0346,-51.2177,8234,213
Brazil,Rio de Janeiro,-22.9068,-43.1729,44886,4856
Brazil,Rondonia,-11.5057,-63.5806,4252,142
Brazil,Roraima,-2.7376,-62.0751,2959,102
Brazil,Santa Catarina,-27.2423,-50.2189,8000,131
Brazil,Sao Paulo,-23.5505,-46.6333,95865,6980
Brazil,Sergipe,-10.5741,-37.3857,6156,135
Brazil,Tocantins,-10.1753,-48.2982,3277,68
Brazil,Unknown,,,0,0
