Brazil,Acre,-9.0238,-70.812,27710,654,
Brazil,Alagoas,-9.5713,-36.782,85937,2046,
Brazil,Amapa,0.902,-52.003,47657,699,
Brazil,Amazonas,-3.4168,-65.8561,135205,4000,
Brazil,Bahia,-12.5797,-41.7007,303058,6503,
Brazil,Ceara,-5.4984,-39.3206,237147,8891,
Brazil,Distrito Federal,-15.7998,-47.8645,187895,3175,
Brazil,Espirito Santo,-19.1834,-40.3089,128265,3485,
Brazil,Goias,-15.827,-49.8362,197857,4436,
Brazil,Maranhao,-4.9609,-45.2744,170923,3703,
Brazil,Mato Grosso,-12.6819,-56.9211,119122,3325,
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,67196,1234,
Brazil,Minas Gerais,-18.5122,-44.555,283479,7056,
Brazil,Para,-1.9981,-54.9306,225542,6427,
Brazil,Paraiba,-7.24,-36.782,119134,2778,
Brazil,Parana,-25.2521,-52.0215,171932,4318,
Brazil,Pernambuco,-8.8137,-36.9541,144268,8129,
Brazil,Piaui,-7.7183,-42.7289,93399,2085,
Brazil,Rio Grande do Norte,-5.4026,-36.9541,68331,2368,
Brazil,Rio Grande do Sul,-30.0346,-51.2177,183115,4574,
Brazil,Rio de Janeiro,-22.9068,-43.1729,259488,18166,
Brazil,Rondonia,-11.5057,-63.5806,64732,1328,
Brazil,Roraima,-2.7376,-62.0751,49474,637,
Brazil,Santa Catarina,-27.2423,-50.2189,211105,2723,
Brazil,Sao Paulo,-23.5505,-46.6333,964921,34877,
Brazil,Sergipe,-10.5741,-37.3857,76727,2010,
Brazil,Tocantins,-10.1753,-48.2982,65994,910,
