Brazil,Acre,-9.0238,-70.812,29301,676
Brazil,Alagoas,-9.5713,-36.782,89082,2157
Brazil,Amapa,0.902,-52.003,49745,728
Brazil,Amazonas,-3.4168,-65.8561,148518,4268
Brazil,Bahia,-12.5797,-41.7007,329787,7214
Brazil,Ceara,-5.4984,-39.3206,261284,9178
Brazil,Distrito Federal,-15.7998,-47.8645,202058,3488
Brazil,Espirito Santo,-19.1834,-40.3089,141462,3688
Brazil,Goias,-15.827,-49.8362,232444,5261
Brazil,Maranhao,-4.9609,-45.2744,179654,3896
Brazil,Mato Grosso,-12.6819,-56.9211,133168,3623
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,75561,1464
Brazil,Minas Gerais,-18.5122,-44.555,325972,8171
Brazil,Para,-1.9981,-54.9306,238835,6661
Brazil,Paraiba,-7.24,-36.782,126791,2958
Brazil,Parana,-25.2521,-52.0215,195605,4822
Brazil,Pernambuco,-8.8137,-36.9541,154041,8438
Brazil,Piaui,-7.7183,-42.7289,103461,2249
Brazil,Rio Grande do Norte,-5.4026,-36.9541,73695,2428
Brazil,Rio Grande do Sul,-30.0346,-51.2177,216932,5237
Brazil,Rio de Janeiro,-22.9068,-43.1729,285205,19440
Brazil,Rondonia,-11.5057,-63.5806,68393,1411
Brazil,Roraima,-2.7376,-62.0751,52848,676
Brazil,Santa Catarina,-27.2423,-50.2189,229910,2940
Brazil,Sao Paulo,-23.5505,-46.6333,1045060,37541
Brazil,Sergipe,-10.5741,-37.3857,80427,2113
Brazil,Tocantins,-10.1753,-48.2982,71624,1021
