Brazil,Acre,-9.0238,-70.812,83240,1686
Brazil,Alagoas,-9.5713,-36.782,196583,4839
Brazil,Amapa,0.902,-52.003,112878,1718
Brazil,Amazonas,-3.4168,-65.8561,389200,13050
Brazil,Bahia,-12.5797,-41.7007,1032454,21707
Brazil,Ceara,-5.4984,-39.3206,821842,20903
Brazil,Distrito Federal,-15.7998,-47.8645,410059,8790
Brazil,Espirito Santo,-19.1834,-40.3089,488704,10944
Brazil,Goias,-15.827,-49.8362,621263,17403
Brazil,Maranhao,-4.9609,-45.2744,294632,8275
Brazil,Mato Grosso,-12.6819,-56.9211,413239,10957
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,300243,7072
Brazil,Minas Gerais,-18.5122,-44.555,1616876,41479
Brazil,Para,-1.9981,-54.9306,523063,14679
Brazil,Paraiba,-7.24,-36.782,342192,7820
Brazil,Parana,-25.2521,-52.0215,1115638,27018
Brazil,Pernambuco,-8.8137,-36.9541,497906,16243
Brazil,Piaui,-7.7183,-42.7289,278152,6042
Brazil,Rio Grande do Norte,-5.4026,-36.9541,274255,6260
Brazil,Rio Grande do Sul,-30.0346,-51.2177,1109976,28765
Brazil,Rio de Janeiro,-22.9068,-43.1729,883360,51508
Brazil,Rondonia,-11.5057,-63.5806,233257,5822
Brazil,Roraima,-2.7376,-62.0751,105032,1651
Brazil,Santa Catarina,-27.2423,-50.2189,983333,15572
Brazil,Sao Paulo,-23.5505,-46.6333,3355201,114192
Brazil,Sergipe,-10.5741,-37.3857,242709,5200
Brazil,Tocantins,-10.1753,-48.2982,182138,2936
