Brazil,Acre,-9.0238,-70.812,40249,767
Brazil,Alagoas,-9.5713,-36.782,101443,2417
Brazil,Amapa,0.902,-52.003,65422,880
Brazil,Amazonas,-3.4168,-65.8561,192327,5094
Brazil,Bahia,-12.5797,-41.7007,471177,8835
Brazil,Ceara,-5.4984,-39.3206,324196,9916
Brazil,Distrito Federal,-15.7998,-47.8645,245243,4156
Brazil,Espirito Santo,-19.1834,-40.3089,230280,4795
Brazil,Goias,-15.827,-49.8362,301226,6668
Brazil,Maranhao,-4.9609,-45.2744,199198,4433
Brazil,Mato Grosso,-12.6819,-56.9211,172226,4335
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,122187,2077
Brazil,Minas Gerais,-18.5122,-44.555,499499,11235
Brazil,Para,-1.9981,-54.9306,286616,7063
Brazil,Paraiba,-7.24,-36.782,159639,3552
Brazil,Parana,-25.2521,-52.0215,378291,7331
Brazil,Pernambuco,-8.8137,-36.9541,208135,9443
Brazil,Piaui,-7.7183,-42.7289,138152,2769
Brazil,Rio Grande do Norte,-5.4026,-36.9541,109734,2873
Brazil,Rio Grande do Sul,-30.0346,-51.2177,409794,8159
Brazil,Rio de Janeiro,-22.9068,-43.1729,407575,24479
Brazil,Rondonia,-11.5057,-63.5806,89583,1705
Brazil,Roraima,-2.7376,-62.0751,67531,772
Brazil,Santa Catarina,-27.2423,-50.2189,463732,4771
Brazil,Sao Paulo,-23.5505,-46.6333,1388043,45136
Brazil,Sergipe,-10.5741,-37.3857,104426,2413
Brazil,Tocantins,-10.1753,-48.2982,87695,1217
