Brazil,Acre,-9.0238,-70.812,26716,646,
Brazil,Alagoas,-9.5713,-36.782,83035,2002,
Brazil,Amapa,0.902,-52.003,46372,688,
Brazil,Amazonas,-3.4168,-65.8561,129501,3931,
Brazil,Bahia,-12.5797,-41.7007,289655,6132,
Brazil,Ceara,-5.4984,-39.3206,231438,8774,
Brazil,Distrito Federal,-15.7998,-47.8645,180844,3022,
Brazil,Espirito Santo,-19.1834,-40.3089,122471,3399,
Brazil,Goias,-15.827,-49.8362,176801,3995,
Brazil,Maranhao,-4.9609,-45.2744,165499,3622,
Brazil,Mato Grosso,-12.6819,-56.9211,110147,3178,
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,61794,1133,
Brazil,Minas Gerais,-18.5122,-44.555,262001,6500,
Brazil,Para,-1.9981,-54.9306,218458,6421,
Brazil,Paraiba,-7.24,-36.782,115359,2670,
Brazil,Parana,-25.2521,-52.0215,159799,4018,
Brazil,Pernambuco,-8.8137,-36.9541,139325,7954,
Brazil,Piaui,-7.7183,-42.7289,88671,2007,
Brazil,Rio Grande do Norte,-5.4026,-36.9541,66322,2333,
Brazil,Rio Grande do Sul,-30.0346,-51.2177,167781,4268,
Brazil,Rio de Janeiro,-22.9068,-43.1729,246843,17453,
Brazil,Rondonia,-11.5057,-63.5806,62158,1289,
Brazil,Roraima,-2.7376,-62.0751,47398,611,
Brazil,Santa Catarina,-27.2423,-50.2189,202934,2609,
Brazil,Sao Paulo,-23.5505,-46.6333,916821,33472,
Brazil,Sergipe,-10.5741,-37.3857,75560,1968,
Brazil,Tocantins,-10.1753,-48.2982,61683,840,
