Brazil,Acre,-9.0238,-70.812,81505,1642
Brazil,Alagoas,-9.5713,-36.782,189098,4625
Brazil,Amapa,0.902,-52.003,110654,1663
Brazil,Amazonas,-3.4168,-65.8561,382845,12925
Brazil,Bahia,-12.5797,-41.7007,984967,20499
Brazil,Ceara,-5.4984,-39.3206,775767,19848
Brazil,Distrito Federal,-15.7998,-47.8645,399349,8483
Brazil,Espirito Santo,-19.1834,-40.3089,471360,10587
Brazil,Goias,-15.827,-49.8362,596088,16570
Brazil,Maranhao,-4.9609,-45.2744,284675,7919
Brazil,Mato Grosso,-12.6819,-56.9211,392865,10530
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,278052,6492
Brazil,Minas Gerais,-18.5122,-44.555,1518725,39128
Brazil,Para,-1.9981,-54.9306,508726,14264
Brazil,Paraiba,-7.24,-36.782,318261,7448
Brazil,Parana,-25.2521,-52.0215,1062401,25563
Brazil,Pernambuco,-8.8137,-36.9541,463736,15393
Brazil,Piaui,-7.7183,-42.7289,265916,5787
Brazil,Rio Grande do Norte,-5.4026,-36.9541,260269,5989
Brazil,Rio Grande do Sul,-30.0346,-51.2177,1060777,27468
Brazil,Rio de Janeiro,-22.9068,-43.1729,844442,49539
Brazil,Rondonia,-11.5057,-63.5806,226107,5636
Brazil,Roraima,-2.7376,-62.0751,102102,1602
Brazil,Santa Catarina,-27.2423,-50.2189,949365,14873
Brazil,Sao Paulo,-23.5505,-46.6333,3192727,107677
Brazil,Sergipe,-10.5741,-37.3857,226550,4927
Brazil,Tocantins,-10.1753,-48.2982,173427,2781
