Brazil,Acre,-9.0238,-70.812,52920,917,
Brazil,Alagoas,-9.5713,-36.782,123625,2856,
Brazil,Amapa,0.902,-52.003,80374,1102,
Brazil,Amazonas,-3.4168,-65.8561,294322,9819,
Brazil,Bahia,-12.5797,-41.7007,627265,10674,
Brazil,Ceara,-5.4984,-39.3206,390857,10741,
Brazil,Distrito Federal,-15.7998,-47.8645,284301,4680,
Brazil,Espirito Santo,-19.1834,-40.3089,310150,6135,
Brazil,Goias,-15.827,-49.8362,370804,7957,
Brazil,Maranhao,-4.9609,-45.2744,212720,4841,
Brazil,Mato Grosso,-12.6819,-56.9211,231459,5357,
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,170126,3115,
Brazil,Minas Gerais,-18.5122,-44.555,804063,16760,
Brazil,Para,-1.9981,-54.9306,347500,7984,
Brazil,Paraiba,-7.24,-36.782,203943,4230,
Brazil,Parana,-25.2521,-52.0215,586944,10728,
Brazil,Pernambuco,-8.8137,-36.9541,279637,10644,
Brazil,Piaui,-7.7183,-42.7289,165319,3175,
Brazil,Rio Grande do Norte,-5.4026,-36.9541,148199,3392,
Brazil,Rio Grande do Sul,-30.0346,-51.2177,584024,11355,
Brazil,Rio de Janeiro,-22.9068,-43.1729,554040,31383,
Brazil,Rondonia,-11.5057,-63.5806,135784,2484,
Brazil,Roraima,-2.7376,-62.0751,77201,976,
Brazil,Santa Catarina,-27.2423,-50.2189,611299,6716,
Brazil,Sao Paulo,-23.5505,-46.6333,1911411,56191,
Brazil,Sergipe,-10.5741,-37.3857,144493,2869,
Brazil,Tocantins,-10.1753,-48.2982,106974,1451,
