Brazil,Acre,-9.0238,-70.812,42170,808
Brazil,Alagoas,-9.5713,-36.782,106410,2521
Brazil,Amapa,0.902,-52.003,69096,943
Brazil,Amazonas,-3.4168,-65.8561,204900,5414
Brazil,Bahia,-12.5797,-41.7007,499900,9276
Brazil,Ceara,-5.4984,-39.3206,337956,10042
Brazil,Distrito Federal,-15.7998,-47.8645,254913,4305
Brazil,Espirito Santo,-19.1834,-40.3089,255497,5199
Brazil,Goias,-15.827,-49.8362,311557,6885
Brazil,Maranhao,-4.9609,-45.2744,201255,4531
Brazil,Mato Grosso,-12.6819,-56.9211,182707,4529
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,137570,2431
Brazil,Minas Gerais,-18.5122,-44.555,556692,12083
Brazil,Para,-1.9981,-54.9306,295439,7235
Brazil,Paraiba,-7.24,-36.782,168545,3740
Brazil,Parana,-25.2521,-52.0215,427789,8155
Brazil,Pernambuco,-8.8137,-36.9541,225336,9709
Brazil,Piaui,-7.7183,-42.7289,144200,2863
Brazil,Rio Grande do Norte,-5.4026,-36.9541,120024,3046
Brazil,Rio Grande do Sul,-30.0346,-51.2177,460609,9125
Brazil,Rio de Janeiro,-22.9068,-43.1729,443607,25837
Brazil,Rondonia,-11.5057,-63.5806,97854,1852
Brazil,Roraima,-2.7376,-62.0751,69029,789
Brazil,Santa Catarina,-27.2423,-50.2189,502785,5420
Brazil,Sao Paulo,-23.5505,-46.6333,1486551,47222
Brazil,Sergipe,-10.5741,-37.3857,116779,2524
Brazil,Tocantins,-10.1753,-48.2982,91230,1248
