Brazil,Acre,-9.0238,-70.812,35304,722,
Brazil,Alagoas,-9.5713,-36.782,94060,2329,
Brazil,Amapa,0.902,-52.003,58043,802,
Brazil,Amazonas,-3.4168,-65.8561,176214,4856,
Brazil,Bahia,-12.5797,-41.7007,392381,8185,
Brazil,Ceara,-5.4984,-39.3206,297152,9545,
Brazil,Distrito Federal,-15.7998,-47.8645,226697,3910,
Brazil,Espirito Santo,-19.1834,-40.3089,184633,4206,
Brazil,Goias,-15.827,-49.8362,276943,6305,
Brazil,Maranhao,-4.9609,-45.2744,192501,4263,
Brazil,Mato Grosso,-12.6819,-56.9211,156712,4060,
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,95193,1748,
Brazil,Minas Gerais,-18.5122,-44.555,406880,9904,
Brazil,Para,-1.9981,-54.9306,268524,6884,
Brazil,Paraiba,-7.24,-36.782,144378,3276,
Brazil,Parana,-25.2521,-52.0215,269258,6043,
Brazil,Pernambuco,-8.8137,-36.9541,178639,8987,
Brazil,Piaui,-7.7183,-42.7289,124494,2603,
Brazil,Rio Grande do Norte,-5.4026,-36.9541,88767,2666,
Brazil,Rio Grande do Sul,-30.0346,-51.2177,308647,6686,
Brazil,Rio de Janeiro,-22.9068,-43.1729,346024,22394,
Brazil,Rondonia,-11.5057,-63.5806,78788,1535,
Brazil,Roraima,-2.7376,-62.0751,62603,723,
Brazil,Santa Catarina,-27.2423,-50.2189,343007,3608,
Brazil,Sao Paulo,-23.5505,-46.6333,1229267,41773,
Brazil,Sergipe,-10.5741,-37.3857,88661,2292,
Brazil,Tocantins,-10.1753,-48.2982,80450,1155,
