Brazil,Acre,-9.0238,-70.812,16190,426
Brazil,Alagoas,-9.5713,-36.782,45330,1281
Brazil,Amapa,0.902,-52.003,31364,474
Brazil,Amazonas,-3.4168,-65.8561,83526,3039
Brazil,Bahia,-12.5797,-41.7007,105763,2483
Brazil,Ceara,-5.4984,-39.3206,136785,6868
Brazil,Distrito Federal,-15.7998,-47.8645,70712,902
Brazil,Espirito Santo,-19.1834,-40.3089,62799,2003
Brazil,Goias,-15.827,-49.8362,36244,849
Brazil,Maranhao,-4.9609,-45.2744,98952,2463
Brazil,Mato Grosso,-12.6819,-56.9211,28411,1047
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,13197,161
Brazil,Minas Gerais,-18.5122,-44.555,75851,1576
Brazil,Para,-1.9981,-54.9306,125714,5289
Brazil,Paraiba,-7.24,-36.782,60784,1284
Brazil,Parana,-25.2521,-52.0215,42537,1045
Brazil,Pernambuco,-8.8137,-36.9541,72470,5595
Brazil,Piaui,-7.7183,-42.7289,32963,936
Brazil,Rio Grande do Norte,-5.4026,-36.9541,39421,1394
Brazil,Rio Grande do Sul,-30.0346,-51.2177,39240,962
Brazil,Rio de Janeiro,-22.9068,-43.1729,129684,11415
Brazil,Rondonia,-11.5057,-63.5806,26728,628
Brazil,Roraima,-2.7376,-62.0751,22225,396
Brazil,Santa Catarina,-27.2423,-50.2189,43031,497
Brazil,Sao Paulo,-23.5505,-46.6333,371997,17848
Brazil,Sergipe,-10.5741,-37.3857,37631,984
Brazil,Tocantins,-10.1753,-48.2982,15132,255
