Brazil,Acre,-9.0238,-70.812,13146,361
Brazil,Alagoas,-9.5713,-36.782,35117,1032
Brazil,Amapa,0.902,-52.003,28253,413
Brazil,Amazonas,-3.4168,-65.8561,69893,2792
Brazil,Bahia,-12.5797,-41.7007,69467,1800
Brazil,Ceara,-5.4984,-39.3206,108225,6076
Brazil,Distrito Federal,-15.7998,-47.8645,47071,559
Brazil,Espirito Santo,-19.1834,-40.3089,45097,1621
Brazil,Goias,-15.827,-49.8362,23007,437
Brazil,Maranhao,-4.9609,-45.2744,78969,2012
Brazil,Mato Grosso,-12.6819,-56.9211,15086,582
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,7676,75
Brazil,Minas Gerais,-18.5122,-44.555,43864,940
Brazil,Para,-1.9981,-54.9306,101207,4870
Brazil,Paraiba,-7.24,-36.782,45057,931
Brazil,Parana,-25.2521,-52.0215,21326,613
Brazil,Pernambuco,-8.8137,-36.9541,58476,4782
Brazil,Piaui,-7.7183,-42.7289,19753,643
Brazil,Rio de Janeiro,-22.9068,-43.1729,111883,9848
Brazil,Rio Grande do Norte,-5.4026,-36.9541,29721,994
Brazil,Rio Grande do Sul,-30.0346,-51.2177,25659,582
Brazil,Rondonia,-11.5057,-63.5806,20406,500
Brazil,Roraima,-2.7376,-62.0751,14459,281
Brazil,Santa Catarina,-27.2423,-50.2189,25056,324
Brazil,Sao Paulo,-23.5505,-46.6333,275145,14398
Brazil,Sergipe,-10.5741,-37.3857,24817,653
Brazil,Tocantins,-10.1753,-48.2982,10359,195
