Brazil,Acre,-9.0238,-70.812,47461,860
Brazil,Alagoas,-9.5713,-36.782,116379,2719
Brazil,Amapa,0.902,-52.003,76311,1048
Brazil,Amazonas,-3.4168,-65.8561,259458,7673
Brazil,Bahia,-12.5797,-41.7007,577707,9987
Brazil,Ceara,-5.4984,-39.3206,368281,10432
Brazil,Distrito Federal,-15.7998,-47.8645,274601,4519
Brazil,Espirito Santo,-19.1834,-40.3089,290609,5794
Brazil,Goias,-15.827,-49.8362,346384,7344
Brazil,Maranhao,-4.9609,-45.2744,206680,4669
Brazil,Mato Grosso,-12.6819,-56.9211,212544,4993
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,159131,2871
Brazil,Minas Gerais,-18.5122,-44.555,715967,14699
Brazil,Para,-1.9981,-54.9306,325562,7564
Brazil,Paraiba,-7.24,-36.782,188290,4025
Brazil,Parana,-25.2521,-52.0215,540452,9879
Brazil,Pernambuco,-8.8137,-36.9541,256977,10279
Brazil,Piaui,-7.7183,-42.7289,157469,3039
Brazil,Rio Grande do Norte,-5.4026,-36.9541,138013,3263
Brazil,Rio Grande do Sul,-30.0346,-51.2177,540157,10567
Brazil,Rio de Janeiro,-22.9068,-43.1729,512791,29417
Brazil,Rondonia,-11.5057,-63.5806,121975,2192
Brazil,Roraima,-2.7376,-62.0751,73238,843
Brazil,Santa Catarina,-27.2423,-50.2189,569676,6264
Brazil,Sao Paulo,-23.5505,-46.6333,1746070,52481
Brazil,Sergipe,-10.5741,-37.3857,135385,2760
Brazil,Tocantins,-10.1753,-48.2982,101119,1366
