Brazil,Acre,-9.0238,-70.812,38412,750,
Brazil,Alagoas,-9.5713,-36.782,98612,2376,
Brazil,Amapa,0.902,-52.003,63313,849,
Brazil,Amazonas,-3.4168,-65.8561,186828,5001,
Brazil,Bahia,-12.5797,-41.7007,444661,8610,
Brazil,Ceara,-5.4984,-39.3206,315913,9784,
Brazil,Distrito Federal,-15.7998,-47.8645,239096,4066,
Brazil,Espirito Santo,-19.1834,-40.3089,212304,4560,
Brazil,Goias,-15.827,-49.8362,292689,6534,
Brazil,Maranhao,-4.9609,-45.2744,197056,4380,
Brazil,Mato Grosso,-12.6819,-56.9211,166111,4202,
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,113298,1931,
Brazil,Minas Gerais,-18.5122,-44.555,468023,10701,
Brazil,Para,-1.9981,-54.9306,280272,6998,
Brazil,Paraiba,-7.24,-36.782,153649,3439,
Brazil,Parana,-25.2521,-52.0215,329782,6764,
Brazil,Pernambuco,-8.8137,-36.9541,198684,9284,
Brazil,Piaui,-7.7183,-42.7289,134717,2722,
Brazil,Rio Grande do Norte,-5.4026,-36.9541,103916,2796,
Brazil,Rio Grande do Sul,-30.0346,-51.2177,376590,7587,
Brazil,Rio de Janeiro,-22.9068,-43.1729,389125,23722,
Brazil,Rondonia,-11.5057,-63.5806,85854,1642,
Brazil,Roraima,-2.7376,-62.0751,66407,755,
Brazil,Santa Catarina,-27.2423,-50.2189,427401,4365,
Brazil,Sao Paulo,-23.5505,-46.6333,1334703,44018,
Brazil,Sergipe,-10.5741,-37.3857,99151,2365,
Brazil,Tocantins,-10.1753,-48.2982,85385,1201,
