Brazil,Acre,-9.0238,-70.812,60656,1066,
Brazil,Alagoas,-9.5713,-36.782,136107,3102,
Brazil,Amapa,0.902,-52.003,85879,1161,
Brazil,Amazonas,-3.4168,-65.8561,324564,11288,
Brazil,Bahia,-12.5797,-41.7007,715418,12632,
Brazil,Ceara,-5.4984,-39.3206,447315,11753,
Brazil,Distrito Federal,-15.7998,-47.8645,308539,4979,
Brazil,Espirito Santo,-19.1834,-40.3089,336112,6572,
Brazil,Goias,-15.827,-49.8362,414069,8944,
Brazil,Maranhao,-4.9609,-45.2744,223822,5309,
Brazil,Mato Grosso,-12.6819,-56.9211,260845,5967,
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,188267,3469,
Brazil,Minas Gerais,-18.5122,-44.555,924572,19548,
Brazil,Para,-1.9981,-54.9306,373643,8968,
Brazil,Paraiba,-7.24,-36.782,230206,4711,
Brazil,Parana,-25.2521,-52.0215,727823,12610,
Brazil,Pernambuco,-8.8137,-36.9541,308657,11207,
Brazil,Piaui,-7.7183,-42.7289,179588,3485,
Brazil,Rio Grande do Norte,-5.4026,-36.9541,174531,3749,
Brazil,Rio Grande do Sul,-30.0346,-51.2177,691405,13562,
Brazil,Rio de Janeiro,-22.9068,-43.1729,594964,33729,
Brazil,Rondonia,-11.5057,-63.5806,158343,3148,
Brazil,Roraima,-2.7376,-62.0751,83869,1167,
Brazil,Santa Catarina,-27.2423,-50.2189,709077,8062,
Brazil,Sao Paulo,-23.5505,-46.6333,2117962,61584,
Brazil,Sergipe,-10.5741,-37.3857,156109,3032,
Brazil,Tocantins,-10.1753,-48.2982,119323,1594,
