Brazil,Acre,-9.0238,-70.812,83665,1699,
Brazil,Alagoas,-9.5713,-36.782,200870,4943,
Brazil,Amapa,0.902,-52.003,113549,1745,
Brazil,Amazonas,-3.4168,-65.8561,391858,13119,
Brazil,Bahia,-12.5797,-41.7007,1053031,22194,
Brazil,Ceara,-5.4984,-39.3206,833862,21379,
Brazil,Distrito Federal,-15.7998,-47.8645,414053,8898,
Brazil,Espirito Santo,-19.1834,-40.3089,495177,11087,
Brazil,Goias,-15.827,-49.8362,632626,17784,
Brazil,Maranhao,-4.9609,-45.2744,299139,8434,
Brazil,Mato Grosso,-12.6819,-56.9211,421870,11138,
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,308374,7320,
Brazil,Minas Gerais,-18.5122,-44.555,1657147,42319,
Brazil,Para,-1.9981,-54.9306,530248,14864,
Brazil,Paraiba,-7.24,-36.782,352264,8003,
Brazil,Parana,-25.2521,-52.0215,1137025,27786,
Brazil,Pernambuco,-8.8137,-36.9541,511829,16614,
Brazil,Piaui,-7.7183,-42.7289,281493,6159,
Brazil,Rio Grande do Norte,-5.4026,-36.9541,278163,6405,
Brazil,Rio Grande do Sul,-30.0346,-51.2177,1137010,29351,
Brazil,Rio de Janeiro,-22.9068,-43.1729,898531,52371,
Brazil,Rondonia,-11.5057,-63.5806,236138,5894,
Brazil,Roraima,-2.7376,-62.0751,105517,1672,
Brazil,Santa Catarina,-27.2423,-50.2189,997965,15843,
Brazil,Sao Paulo,-23.5505,-46.6333,3405481,116693,
Brazil,Sergipe,-10.5741,-37.3857,248490,5319,
Brazil,Tocantins,-10.1753,-48.2982,185594,2986,
