Brazil,Acre,-9.0238,-70.812,85273,1736,
Brazil,Alagoas,-9.5713,-36.782,212871,5239,
Brazil,Amapa,0.902,-52.003,116476,1820,
Brazil,Amazonas,-3.4168,-65.8561,400062,13264,
Brazil,Bahia,-12.5797,-41.7007,1114392,23660,
Brazil,Ceara,-5.4984,-39.3206,876055,22352,
Brazil,Distrito Federal,-15.7998,-47.8645,426646,9172,
Brazil,Espirito Santo,-19.1834,-40.3089,513498,11386,
Brazil,Goias,-15.827,-49.8362,668324,18884,
Brazil,Maranhao,-4.9609,-45.2744,313802,8919,
Brazil,Mato Grosso,-12.6819,-56.9211,444638,11658,
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,330536,7993,
Brazil,Minas Gerais,-18.5122,-44.555,1774127,45498,
Brazil,Para,-1.9981,-54.9306,548490,15360,
Brazil,Paraiba,-7.24,-36.782,387711,8499,
Brazil,Parana,-25.2521,-52.0215,1258629,30381,
Brazil,Pernambuco,-8.8137,-36.9541,544280,17487,
Brazil,Piaui,-7.7183,-42.7289,293616,6490,
Brazil,Rio Grande do Norte,-5.4026,-36.9541,334077,6706,
Brazil,Rio Grande do Sul,-30.0346,-51.2177,1204704,31000,
Brazil,Rio de Janeiro,-22.9068,-43.1729,949196,55007,
Brazil,Rondonia,-11.5057,-63.5806,246346,6105,
Brazil,Roraima,-2.7376,-62.0751,111108,1727,
Brazil,Santa Catarina,-27.2423,-50.2189,1041664,16628,
Brazil,Sao Paulo,-23.5505,-46.6333,3669196,125378,
Brazil,Sergipe,-10.5741,-37.3857,261364,5634,
Brazil,Tocantins,-10.1753,-48.2982,195679,3159,
