Brazil,Acre,-9.0238,-70.812,8457,223,
Brazil,Alagoas,-9.5713,-36.782,17193,640,
Brazil,Amapa,0.902,-52.003,13771,285,
Brazil,Amazonas,-3.4168,-65.8561,51234,2315,
Brazil,Bahia,-12.5797,-41.7007,30481,937,
Brazil,Ceara,-5.4984,-39.3206,68384,4309,
Brazil,Distrito Federal,-15.7998,-47.8645,18090,236,
Brazil,Espirito Santo,-19.1834,-40.3089,21964,904,
Brazil,Goias,-15.827,-49.8362,6521,180,
Brazil,Maranhao,-4.9609,-45.2744,52069,1285,
Brazil,Mato Grosso,-12.6819,-56.9211,4339,135,
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,2455,22,
Brazil,Minas Gerais,-18.5122,-44.555,16102,399,
Brazil,Para,-1.9981,-54.9306,59148,3853,
Brazil,Paraiba,-7.24,-36.782,22452,534,
Brazil,Parana,-25.2521,-52.0215,7314,253,
Brazil,Pernambuco,-8.8137,-36.9541,41010,3453,
Brazil,Piaui,-7.7183,-42.7289,7927,265,
Brazil,Rio Grande do Norte,-5.4026,-36.9541,11027,459,
Brazil,Rio Grande do Sul,-30.0346,-51.2177,12802,301,
Brazil,Rio de Janeiro,-22.9068,-43.1729,72979,6928,
Brazil,Rondonia,-11.5057,-63.5806,9220,255,
Brazil,Roraima,-2.7376,-62.0751,6056,168,
Brazil,Santa Catarina,-27.2423,-50.2189,12192,179,
Brazil,Sao Paulo,-23.5505,-46.6333,150138,9522,
Brazil,Sergipe,-10.5741,-37.3857,10126,252,
Brazil,Tocantins,-10.1753,-48.2982,6052,114,
