Brazil,Acre,-9.0238,-70.812,11810,321,
Brazil,Alagoas,-9.5713,-36.782,30248,920,
Brazil,Amapa,0.902,-52.003,26437,380,
Brazil,Amazonas,-3.4168,-65.8561,65073,2686,
Brazil,Bahia,-12.5797,-41.7007,49084,1491,
Brazil,Ceara,-5.4984,-39.3206,97528,5717,
Brazil,Distrito Federal,-15.7998,-47.8645,35368,475,
Brazil,Espirito Santo,-19.1834,-40.3089,36827,1425,
Brazil,Goias,-15.827,-49.8362,17568,329,
Brazil,Maranhao,-4.9609,-45.2744,72021,1797,
Brazil,Mato Grosso,-12.6819,-56.9211,10659,401,
Brazil,Mato Grosso do Sul,-20.7722,-54.7852,5784,55,
Brazil,Minas Gerais,-18.5122,-44.555,29897,720,
Brazil,Para,-1.9981,-54.9306,88636,4672,
Brazil,Paraiba,-7.24,-36.782,38999,807,
Brazil,Parana,-25.2521,-52.0215,15853,498,
Brazil,Pernambuco,-8.8137,-36.9541,52831,4339,
Brazil,Piaui,-7.7183,-42.7289,15269,517,
Brazil,Rio Grande do Norte,-5.4026,-36.9541,20075,750,
Brazil,Rio Grande do Sul,-30.0346,-51.2177,20864,477,
Brazil,Rio de Janeiro,-22.9068,-43.1729,100869,9153,
Brazil,Rondonia,-11.5057,-63.5806,16498,444,
Brazil,Roraima,-2.7376,-62.0751,10340,250,
Brazil,Santa Catarina,-27.2423,-50.2189,19244,263,
Brazil,Sao Paulo,-23.5505,-46.6333,229475,13068,
Brazil,Sergipe,-10.5741,-37.3857,19883,511,
Brazil,Tocantins,-10.1753,-48.2982,8766,179,
